cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
943,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
944,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
945,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
946,Ponte Do Guaíba,RN,Natal,Discordo,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,Neutro,Neutro,Neutro,Concordo Totalmente,Neutro,30
947,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
948,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
949,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
950,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
951,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
952,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
953,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
954,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
955,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
956,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
957,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
958,Ponte Juscelino Kubitschek,BA,Salvador,Neutro,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,Neutro,Discordo,Concordo Totalmente,Neutro,Neutro,37
959,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
960,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
961,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
962,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
963,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
964,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
965,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
966,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
967,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
968,Ponte Do Prata,TO,Palmas,Concordo Totalmente,Neutro,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo Totalmente,Discordo,33
969,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
970,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
971,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
972,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
973,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
974,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
975,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
976,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
977,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
978,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
979,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
980,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
981,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
982,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
983,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
984,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
985,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
986,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
987,Ponte Ayrton Senna,PA,Belém,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37
988,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
989,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
990,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
991,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
992,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
993,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
994,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
995,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
996,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
997,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
998,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
999,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1000,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1001,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1002,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1003,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1004,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1005,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1006,Ponte Do Limão,SC,Florianópolis,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28
1007,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1008,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1009,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1010,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1011,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1012,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1013,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1014,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1015,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1016,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1017,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1018,Ponte Do Guaíba,MG,Belo Horizonte,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34
1019,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1020,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1021,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1022,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1023,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1024,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1025,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1026,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1027,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1028,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1029,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1030,Ponte Internacional Da Fraternidade,RS,Porto Alegre,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41
1031,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1032,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1033,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1034,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1035,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1036,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1037,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1038,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1039,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1040,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1041,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1042,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1043,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1044,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1045,Ponte Edgar Cardoso,PB,João Pessoa,Discordo,Concordo Totalmente,Discordo,Neutro,Neutro,Discordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Discordo Totalmente,43
1046,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1047,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1048,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1049,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1050,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1051,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1052,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1053,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1054,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1055,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1056,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1057,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1058,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1059,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1060,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1061,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1062,Ponte Newton Navarro,RJ,Rio de Janeiro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45
1063,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1064,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1065,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1066,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1067,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1068,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1069,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1070,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1071,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1072,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1073,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1074,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1075,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1076,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1077,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1078,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
1079,Ponte Edgar Cardoso,PB,João Pessoa,Concordo Totalmente,Concordo,Neutro,Neutro,Concordo Totalmente,Discordo,Discordo,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,30
