cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
981,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
982,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
983,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
984,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
985,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
986,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
987,Ponte Ayrton Senna,MS,Mundo Novo,Neutro,Neutro,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Neutro,Neutro,Discordo,37.0
988,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
989,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
990,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
991,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
992,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
993,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
994,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
995,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
996,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
997,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
998,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
999,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1000,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1001,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1002,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1003,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1004,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1005,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1006,Ponte Do Limão,SP,São Paulo,Discordo,Concordo Totalmente,Neutro,Concordo,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,Discordo,Neutro,Discordo,28.0
1007,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1008,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1009,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1010,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1011,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1012,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1013,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1014,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1015,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1016,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1017,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1018,Ponte Do Guaíba,RS,Porto Alegre,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,34.0
1019,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1020,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1021,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1022,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1023,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1024,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1025,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1026,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1027,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1028,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1029,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1030,Ponte Internacional Da Fraternidade,PR,Foz do Iguaçu,Discordo,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,Concordo,Neutro,41.0
1046,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1047,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1048,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1049,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1050,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1051,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1052,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1053,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1054,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1055,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1056,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1057,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1058,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1059,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1060,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1061,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1062,Ponte Newton Navarro,RN,Natal,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1080,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1081,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1082,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1083,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1084,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1085,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1086,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1087,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1088,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1089,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1090,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1091,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1092,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1093,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1094,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1095,Ponte Marechal Mascarenhas de Moraes,PE,Recife,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45.0
1096,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1097,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1098,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1099,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1100,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1101,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1102,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1103,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1104,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1105,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1106,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1107,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1108,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1109,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1110,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1111,Ponte Rio-Niterói,RJ,Rio de Janeiro,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43.0
1112,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1113,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1114,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1115,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1116,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1117,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1118,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1119,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1120,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1121,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1122,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1123,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1124,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1125,Ponte Pedro I,SC,Florianópolis,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34.0
1126,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1127,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1128,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1129,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1130,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1131,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1132,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1133,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1134,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1135,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1136,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1137,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1138,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1139,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1140,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1141,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1142,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1143,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
1144,Ponte Governador Alencar,BA,Salvador,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44.0
